TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,qCareAssistant,PlantDate,DBH,PlotSize,PermitNotes,XCoord,YCoord,Latitude,Longitude,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
30659,DPW Maintained,Rhamnus alaternus :: Italian Buckthorn,54 Lafayette St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/13/2015 12:00:00 AM,3,3x3,Permit Number 34592,6007571,2109565,37.7728912,-122.4172236,"(37.77289119914388, -122.4172236326678)",8,2,9,28853,19,20
242003,DPW Maintained,Schinus molle :: California Pepper,920 Shotwell St,2,Sidewalk: Curb side : Cutout,Tree,DPW,Private,05-08-2017 00:00,3,3x3,Permit Number 779528,6007974.01,2102435.992,37.75333926,-122.4153248,"(37.75333925910258, -122.41532480010417)",2,4,7,28859,19,20
45307,DPW Maintained,Tree(s) ::,561 Baker St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/25/2005 12:00:00 AM,20,5x5,Permit Number 44145,6000554.52,2110946.497,37.7762872,-122.4415936,"(37.77628720300807, -122.44159355669579)",15,5,11,29492,16,18
177097,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,86 San Gabriel Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,Owner Water,09/21/2020 12:08:00 PM,3,3x3,Permit Number 780184,6000986.952,2093579.836,37.72862717,-122.4388529,"(37.728627166308904, -122.43885285177403)",9,7,6,28861,25,28
2792,Private,Arbutus 'Marina' :: Hybrid Strawberry Tree,451 Cabrillo St,2,Sidewalk: Curb side : Cutout,Tree,Private,DPW,09-01-2022 00:00,3,3X3,Permit Number 794667,5994183.411,2110720.105,37.77530055,-122.4636164,"(37.77530054719305, -122.46361637711296)",11,6,2,54,11,11
64530,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1400 Oakdale Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,20x30,Permit Number 53955,6016100.707,2094719.455,37.73260463,-122.3866827,"(37.73260462571582, -122.38668267828861)",10,3,8,58,1,1
38556,Private,Tree(s) ::,1791 La Salle Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,4x3,Permit Number 782693,6014562.133,2096849.445,37.73836784,-122.3921509,"(37.73836784209558, -122.39215085288019)",10,3,8,58,1,1
38633,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1595 Shafter Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,3x3,Permit Number 767658,6014946.188,2094119.254,37.73089261,-122.3906322,"(37.73089261002828, -122.39063223649488)",10,3,8,58,1,1
38634,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1595 Shafter Ave,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,4x10,Permit Number 767658,6014976.966,2094092.323,37.73082037,-122.3905239,"(37.73082037043033, -122.39052394889393)",10,3,8,58,1,1
37606,DPW Maintained,Acer buergeranum :: Trident Maple,443 16th Ave,1,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,02/24/2018 12:00:00 AM,3,3x3,Permit Number 778736,5990893.156,2112363.883,37.77962378,-122.475118,"(37.77962377560627, -122.4751180331834)",11,6,2,54,26,29
92436,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1643 44th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/27/2019 12:00:00 AM,3,3x3,Permit Number 52826,5982496.454,2103927.808,37.75597052,-122.5035405,"(37.75597051575189, -122.50354048561786)",1,8,3,56,35,35
38632,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1595 Shafter Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/31/2018 12:00:00 AM,3,6x60,Permit Number 767658,6014957.18,2094111.56,37.73087209,-122.3905937,"(37.730872092312204, -122.3905936968742)",10,3,8,58,1,1
36880,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,2515 Fillmore St,4,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,11/23/2016 12:00:00 AM,3,3x3,Permit Number 776215,6002666.111,2116940.621,37.79286563,-122.4347177,"(37.792865630408876, -122.43471771865146)",13,9,1,29490,27,30
94704,DPW Maintained,Geijera parviflora :: Australian Willow,670 12th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,3x3,Permit Number 53844,5992265.91,2110887.947,37.77565072,-122.4702616,"(37.77565072383335, -122.47026161858373)",11,6,2,54,11,11
38641,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,1595 Shafter Ave,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/13/2018 12:00:00 AM,3,4x10,Permit Number 40566,6014964.875,2094103.315,37.73084988,-122.3905665,"(37.730849882277575, -122.39056651930953)",10,3,8,58,1,1
42970,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1150 Bacon St,2,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,04-10-2018 00:00,3,3x3,Permit Number 780074,6007984.369,2092053.864,37.7248328,-122.4145544,"(37.72483280068323, -122.41455436171378)",9,3,7,309,28,25
39935,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,601X Rutland St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06-01-2019 00:00,3,3x3,Permit Number 770539,6010138.718,2087941.044,37.71366064,-122.4068173,"(37.71366064249495, -122.40681726931176)",9,7,8,309,39,40
35389,DPW Maintained,Schinus molle :: California Pepper,779 Vermont St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/23/1998 12:00:00 AM,13,9x3,Permit Number 38843,6011312.836,2104732.123,37.75983101,-122.40394,"(37.759831012618264, -122.4039399531886)",10,3,8,28856,29,26
65439,DPW Maintained,Lophostemon confertus :: Brisbane Box,165 Turk St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/19/2023 12:00:00 AM,6,3x3,Permit Number 28313,6009235,2113189,37.78293532,-122.4117238,"(37.78293532095652, -122.41172375302799)",14,10,9,28852,36,36
87141,DPW Maintained,Geijera parviflora :: Australian Willow,179 11th St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/29/2011 12:00:00 AM,12,3x3,Permit Number 767576,6007945.36,2109780.433,37.77350378,-122.4159439,"(37.773503780700715, -122.41594393206748)",8,2,9,28853,34,34
67325,DPW Maintained,Prunus cerasifera :: Cherry Plum,639 07th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04-03-2023 00:00,3,3x3,Permit Number 30807,5993761.098,2111134.908,37.77641514,-122.4651074,"(37.77641514142492, -122.46510737655134)",11,6,2,54,11,11
261697,Section 806 (d),Magnolia grandiflora :: Southern Magnolia,1853 23rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05-03-2023 00:00,3,3x3,Permit Number 792392,5989039,2102711,37.75301196,-122.4808254,"(37.75301195936498, -122.4808253800836)",1,8,3,56,35,35
185918,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2000 Sunset Blvd,61,Sidewalk: Property side : Yard,Tree,Private,PUC,08/21/2020 12:00:00 AM,3,Width 0ft,Permit Number 785560,5985010.005,2101432.122,37.7492655,-122.4946639,"(37.74926550317848, -122.49466394117005)",1,8,3,29491,35,35
224581,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2701 16th St,5,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 09:45:00 PM,3,6x3,Permit Number 781047,6008597.082,2106800.151,37.76535724,-122.4134787,"(37.76535724045756, -122.41347870600093)",8,4,7,28859,19,20
214534,DPW Maintained,Prunus cerasifera :: Cherry Plum,721 Irving St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993542.414,2106613.409,37.76398769,-122.4655353,"(37.76398769440611, -122.46553531062128)",1,8,11,56,12,14
185921,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2000 Sunset Blvd,64,Sidewalk: Property side : Yard,Tree,Private,PUC,08/21/2020 12:00:00 AM,3,Width 0ft,Permit Number 785560,5985000.772,2101441.898,37.7492918,-122.4946966,"(37.74929180444822, -122.49469658816967)",1,8,3,29491,35,35
264989,DPW Maintained,Prunus cerasifera :: Cherry Plum,403 Irving St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,6x8,Permit Number 780527,5994507.698,2106650.304,37.76414463,-122.4621994,"(37.76414462518635, -122.46219937802142)",1,5,11,56,12,14
87343,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,501 Octavia St,2,Sidewalk: Curb side : Cutout,Tree,Private,DPW,11-01-2020 00:00,3,3x3,Permit Number 50334,6005378.8,2111039.4,37.77681597,-122.4249116,"(37.77681596944899, -122.42491163512766)",7,9,11,28852,10,9
155101,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101 Carl St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,4x6,Permit Number 780527,5997940.67,2107138.819,37.76568303,-122.450361,"(37.76568303066561, -122.45036099667026)",15,5,11,29492,9,3
42632,DPW Maintained,Lophostemon confertus :: Brisbane Box,1651 Union St,5,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW,11-07-2020 12:07,3,4x4,Permit Number 42688,6005134.314,2118828.075,37.79818791,-122.4263121,"(37.79818791361052, -122.42631205408158)",13,9,1,57,17,13
255481,Permitted Site,Cassia leptophylla :: Gold Medallion Tree,2622 19th St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 12:00:00 AM,3,3x3,Permit Number 781778,6009922,2105074,37.76069193,-122.4087743,"(37.76069192667833, -122.4087743128802)",2,4,8,28859,19,20
155102,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101 Carl St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,4x6,Permit Number 780527,5997966.996,2107143.359,37.765697,-122.4502703,"(37.76569700254435, -122.45027026677394)",15,5,11,29492,9,3
57646,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,666 Octavia St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,11-01-2020 00:00,3,7x7,Permit Number 19439,6005402.579,2111576.409,37.77829181,-122.4248676,"(37.77829180879208, -122.42486758960787)",7,9,11,28852,10,9
121462,Planning Code 138.1 required,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,415 Oxford St,1,Sidewalk: Curb side : Cutout,Tree,Private,Clean City,11-01-2020 00:00,3,3x3,Permit Number 778984,6006773.543,2092061.724,37.72478628,-122.4187406,"(37.72478628191552, -122.4187406085625)",9,7,7,309,28,25
223092,Permitted Site,Jacaranda mimosifolia :: Jacaranda,2719 23rd St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 12:00:00 AM,3,3x3,Permit Number 782363,6010376.57,2102801.695,37.75447814,-122.407042,"(37.75447813537954, -122.40704198291307)",10,4,7,28859,19,20
224582,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2701 16th St,4,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 09:45:00 PM,3,6x3,Permit Number 781047,6008579.873,2106797.488,37.76534896,-122.413538,"(37.76534896310357, -122.413538037855)",8,4,7,28859,19,20
57526,DPW Maintained,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,501 Grove St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,09/14/2020 12:00:00 AM,3,3x3,Permit Number 19437,6005352.078,2111299.921,37.77752979,-122.4250226,"(37.777529786055304, -122.42502261513681)",7,9,11,28852,10,9
177351,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,501X San Juan Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,Clean City,09/21/2020 12:07:00 PM,3,Width 3ft,Permit Number 48612,6000375.56,2092850.311,37.72658925,-122.4409142,"(37.726589254889646, -122.44091415276127)",9,7,6,28861,25,28
264994,DPW Maintained,Prunus cerasifera :: Cherry Plum,701 Irving St,2,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993564.216,2106614.236,37.76399122,-122.46546,"(37.76399122064492, -122.46545996450641)",1,8,11,56,12,14
143025,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2147 Mason St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,04-01-2021 09:46,3,Width 0ft,Permit Number 51763,6008923,2120655,37.80341762,-122.4133313,"(37.8034176227454, -122.41333129799241)",3,1,10,308,23,23
185680,DPW Maintained,Pinus radiata :: Monterey Pine,2101 Sunset Blvd,12,Sidewalk: Property side : Yard,Tree,Private,PUC,08/21/2020 12:00:00 AM,3,Width 0ft,Permit Number 785560,5984864.684,2100703.802,37.74725723,-122.4951128,"(37.74725722837129, -122.49511275521512)",1,8,3,29491,35,35
91115,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,776 36th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/18/2021 12:00:00 AM,3,3x3,Permit Number 779255,5984798.489,2110573.108,37.77435171,-122.4960696,"(37.774351706444264, -122.49606964895848)",11,6,2,55,26,29
221734,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,203 Carl St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,Width 4ft,Permit Number 780527,5997194,2107012,37.76529206,-122.4529344,"(37.76529205581377, -122.45293439664223)",15,5,11,29492,12,14
42636,DPW Maintained,Lophostemon confertus :: Brisbane Box,1651 Union St,6,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW,11-07-2020 11:48,3,4x5,Permit Number 42688,6005181.305,2118838.802,37.79822002,-122.4261502,"(37.79822002299311, -122.42615021747858)",13,9,1,57,17,13
264993,DPW Maintained,Prunus cerasifera :: Cherry Plum,725 Irving St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993487.77,2106611.56,37.76397946,-122.4657242,"(37.763979464699226, -122.46572417095344)",1,8,11,56,12,14
125247,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1085 Broadway,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,10/28/2020 12:00:00 AM,3,3x3,Permit Number 782055,6008420.157,2118241.896,37.7967636,-122.4149005,"(37.79676359701599, -122.41490052155413)",5,1,10,308,21,21
224584,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2701 16th St,2,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 12:00:00 AM,3,6x3,Permit Number 781047,6008542.997,2106795.228,37.76534069,-122.4136654,"(37.76534068664999, -122.41366542593816)",8,4,7,28859,19,20
91044,DPW Maintained,Tilia cordata :: Littleleaf Linden,1256 Revere Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,Clean City,04/17/2021 12:00:00 AM,3,3x3,Permit Number 51957,6016922.08,2093073.582,37.72813082,-122.3837284,"(37.7281308230766, -122.38372841267858)",10,3,8,58,1,1
82588,DPW Maintained,Lagunaria patersonii :: Primrose Tree,675 41st Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/25/2020 12:00:00 AM,4,3x3,Permit Number 52676,5983177.864,2111217.51,37.77602599,-122.5017233,"(37.77602599083713, -122.50172328694858)",11,6,2,55,26,29
264992,DPW Maintained,Olea europaea :: Olive Tree,721 Irving St,3,Sidewalk: Property side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993542.414,2106613.409,37.76398769,-122.4655353,"(37.76398769440611, -122.46553531062128)",1,8,11,56,12,14
264995,DPW Maintained,Prunus cerasifera :: Cherry Plum,701 Irving St,3,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993564.216,2106614.236,37.76399122,-122.46546,"(37.76399122064492, -122.46545996450641)",1,8,11,56,12,14
182315,DPW Maintained,Tree(s) ::,2700X Kirkham St,2,Sidewalk: Curb side : Cutout,Tree,Private,DPW,02/24/2020 12:00:00 AM,3,3x3,Permit Number 43905,5986474,2105095,37.75940835,-122.4898708,"(37.759408346755464, -122.48987084392498)",1,8,3,56,35,35
264991,DPW Maintained,Prunus cerasifera :: Cherry Plum,721 Irving St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993542.414,2106613.409,37.76398769,-122.4655353,"(37.76398769440611, -122.46553531062128)",1,8,11,56,12,14
244700,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,722 Waller St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,04-07-2020 08:50,3,Width 3ft,Permit Number 32809,6002026.571,2108798.524,37.77047316,-122.4363476,"(37.7704731625436, -122.4363475689797)",15,5,11,29492,9,3
224583,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2701 16th St,3,Sidewalk: Curb side : Cutout,Tree,Private,DPW,08/13/2020 12:00:00 AM,3,6x3,Permit Number 781047,6008562.454,2106796.839,37.7653462,-122.4135982,"(37.76534620398521, -122.41359824206336)",8,4,7,28859,19,20
264990,DPW Maintained,Prunus cerasifera :: Cherry Plum,403 Irving St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,6x8,Permit Number 780527,5994507.698,2106650.304,37.76414463,-122.4621994,"(37.76414462518635, -122.46219937802142)",1,5,11,56,12,14
43618,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1918 35th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,02/28/2020 12:00:00 AM,3,5x5,Permit Number 43270,5985398.781,2102143.22,37.75124073,-122.4933719,"(37.75124073129784, -122.49337194953422)",1,8,3,29491,35,35
214535,DPW Maintained,Prunus cerasifera :: Cherry Plum,701 Irving St,1,Sidewalk: Curb side : Cutout,Tree,DPW,FUF,12-07-2020 00:00,3,Width 3ft,Permit Number 780527,5993564.216,2106614.236,37.76399122,-122.46546,"(37.76399122064492, -122.46545996450641)",1,8,11,56,12,14
264987,DPW Maintained,Prunus cerasifera :: Cherry Plum,450 Irving St,1,Sidewalk: Property side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,4x6,Permit Number 780527,5994371.924,2106700.487,37.7642746,-122.4626726,"(37.76427459522243, -122.46267262105248)",11,5,11,56,12,14
206251,DPW Maintained,Prunus cerasifera :: Cherry Plum,450 Irving St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 17:08,3,4x6,Permit Number 780527,5994371.924,2106700.487,37.7642746,-122.4626726,"(37.76427459522243, -122.46267262105248)",11,5,11,56,12,14
254372,Permitted Site,Laurus nobilis :: Sweet Bay: Grecian Laurel,62 Tioga Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,Clean City,11-01-2020 00:00,3,3x3,Permit Number 778036,6010859.23,2088882.34,37.71628554,-122.4043931,"(37.71628554034345, -122.40439312116204)",9,7,8,309,39,40
185920,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2000 Sunset Blvd,63,Sidewalk: Property side : Yard,Tree,Private,PUC,08/21/2020 12:00:00 AM,3,Width 0ft,Permit Number 785560,5985028.47,2101445.7,37.74930386,-122.4946011,"(37.74930386406312, -122.49460108923903)",1,8,3,29491,35,35
255300,Planning Code 138.1 required,Tristaniopsis laurina :: Swamp Myrtle,1238 Sutter St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,07-12-2022 06:12,3,3x3,Permit Number 777218,6006649,2115006,37.78777895,-122.4207993,"(37.78777895019486, -122.42079929553186)",13,9,10,28858,21,21
100228,DPW Maintained,Lagunaria patersonii :: Primrose Tree,701X 39th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/23/2021 12:00:00 AM,3,3x3,Permit Number 778265,5983807.615,2110989.349,37.7754365,-122.499528,"(37.7754364980934, -122.49952797775731)",11,6,2,55,26,29
121463,Planning Code 138.1 required,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,415 Oxford St,2,Sidewalk: Curb side : Cutout,Tree,Private,Clean City,11-01-2020 00:00,3,3x3,Permit Number 778984,6006800,2092045,37.72474185,-122.418648,"(37.724741850993624, -122.41864796523593)",9,7,7,309,28,25
108379,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,125 Bertita St,1,Sidewalk: Curb side : Cutout,Tree,DPW,Clean City,02/28/2020 01:08:00 PM,3,3x3,Permit Number 773806,6000690.091,2090159.587,37.71921905,-122.439634,"(37.71921904898973, -122.43963401909824)",9,7,6,28861,25,28
264988,DPW Maintained,Prunus cerasifera :: Cherry Plum,450 Irving St,2,Sidewalk: Property side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,4x6,Permit Number 780527,5994371.924,2106700.487,37.7642746,-122.4626726,"(37.76427459522243, -122.46267262105248)",11,5,11,56,12,14
264985,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,94X Carl St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,3x3,Permit Number 780527,5998136,2107256,37.76601596,-122.4496938,"(37.766015955741736, -122.44969384028201)",15,5,11,29492,9,3
42637,DPW Maintained,Lophostemon confertus :: Brisbane Box,1651 Union St,7,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW,11-07-2020 11:43,3,4x4,Permit Number 42688,6005203.483,2118840.067,37.79822475,-122.4260736,"(37.79822474891717, -122.42607356464026)",13,9,1,57,17,13
264984,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,94X Carl St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-07-2020 00:00,3,3x3,Permit Number 780527,5998136,2107256,37.76601596,-122.4496938,"(37.766015955741736, -122.44969384028201)",15,5,11,29492,9,3
116061,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,2100x 19th St,5,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,06/15/2023 12:00:00 AM,3,3x3,Permit Number 794516,6011385.89,2105128.483,37.76092341,-122.4037152,"(37.760923409220425, -122.40371518111493)",10,3,8,28856,29,26
63744,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,690 Page St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11/24/2014 12:00:00 AM,3,3x3,Permit Number 773423,6003267.193,2109664.8,37.77292216,-122.4321181,"(37.77292215997699, -122.43211812531875)",15,9,11,29492,10,9
92749,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2415 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10-05-2009 00:00,1,3x3,Permit Number 52978,5982987.854,2098677.873,37.74158453,-122.5014527,"(37.741584528853046, -122.50145274491003)",1,8,3,29491,35,35
54447,DPW Maintained,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,312 Texas St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/18/2018 12:00:00 AM,3,3x3,Permit Number 781216,6013730.215,2105605.139,37.76236288,-122.3956405,"(37.76236288385155, -122.39564052819996)",10,3,8,28856,29,26
31059,Permitted Site,Acacia baileyana :: Bailey's Acacia,301 Winding Way,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/13/1995 12:00:00 AM,11,3x3,Permit Number 34810,6001654.067,2086489.025,37.70919532,-122.4360394,"(37.70919531824514, -122.43603940951554)",9,7,6,28861,5,7
108534,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,816 Ortega St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/24/2014 12:00:00 AM,3,3x3,Permit Number 770006,5991523.871,2102514.096,37.75261543,-122.4722179,"(37.75261543297814, -122.47221794939199)",1,8,4,56,12,14
30658,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,47 Lafayette St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/30/1995 12:00:00 AM,6,3x3,Permit Number 34591,6007577.418,2109608.961,37.77301227,-122.4172045,"(37.7730122661246, -122.41720454865302)",8,2,9,28853,19,20
36767,DPW Maintained,Rhaphiolepis indica :: India Hawthorn,2500X Jennings St,9,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05/26/1998 12:00:00 AM,5,3x3,Permit Number 39524,6014678.422,2091667.279,37.72414512,-122.3913866,"(37.724145119873796, -122.3913866098937)",10,3,8,58,1,1
92292,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2551 21st Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2009 12:00:00 AM,2,3x3,Permit Number 52738,5989839.845,2098004.809,37.74013651,-122.477712,"(37.74013650782931, -122.47771195140814)",1,8,3,29491,35,35
109188,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,482 46th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-02-2015 00:00,3,3x3,Permit Number 774830,5981628.457,2112492.506,37.77943562,-122.5071776,"(37.7794356235543, -122.50717760942786)",11,6,2,55,26,29
102203,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,408 Roosevelt Way,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-02-2013 00:00,3,3x3,Permit Number 769776,5999992.4,2106715.5,37.76463791,-122.4432341,"(37.76463791000105, -122.4432341240925)",15,5,5,29492,3,5
109144,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,553 19th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773686,5989991.436,2111597.318,37.7774667,-122.4781814,"(37.777466697746604, -122.47818137723478)",11,6,2,55,26,29
34084,Permitted Site,Trachycarpus fortunei :: Windmill Palm,240 Shotwell St,7,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-05-1997 00:00,6,3x3,Permit Number 37968,6007780.978,2105869.554,37.76275618,-122.4162355,"(37.762756181589864, -122.41623551068987)",8,4,7,28859,19,20
57436,Permitted Site,Callistemon viminalis :: Weeping Bottlebrush,4331 18th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/29/1993 12:00:00 AM,10,3x3,Permit Number 32868,6001612.33,2105235.342,37.760666,-122.4375252,"(37.760665996510944, -122.4375252222208)",2,4,5,28862,3,5
95729,DPW Maintained,Prunus serrulata :: Ornamental Cherry,247 Dublin St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-07-2011 00:00,5,3x3,Permit Number 767475,6004014.483,2088996.547,37.71621425,-122.42806,"(37.716214245873914, -122.42806001958115)",9,7,6,28861,5,7
34085,Permitted Site,Trachycarpus fortunei :: Windmill Palm,2851X 16th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/19/2011 12:00:00 AM,6,3x3,Permit Number 768574,6007780.978,2105869.554,37.76275618,-122.4162355,"(37.762756181589864, -122.41623551068987)",8,4,7,28859,19,20
109290,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2X Clover St,4,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-06-2015 00:00,3,3x3,Permit Number 774871,6000451.138,2105044.841,37.76007684,-122.4415276,"(37.76007684106198, -122.44152758089452)",2,4,5,28862,3,5
