TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,PlantType,qCaretaker,qCareAssistant,PlantDate,DBH,PlotSize,PermitNotes,XCoord,YCoord,Latitude,Longitude,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old),Analysis Neighborhoods
46948,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1530 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,05-01-2002 00:00,3,3x25,Permit Number 44987,5982828.255,2104700.398,37.75811133,-122.5024502,"(37.758111331314424, -122.50245020588672)",1,8,3,56,35,35
146710,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,883 35th Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-04-2019 00:00,3,Width 3ft,Permit Number 782751,5985087.35,2109857.493,37.77240375,-122.4950177,"(37.772403748851985, -122.49501766114847)",11,6,2,55,26,29
32157,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,219 Lily St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/15/1995 12:00:00 AM,18,2x2,Permit Number 35507,6005455.872,2110108.406,37.77426404,-122.4245788,"(37.77426403884883, -122.42457877877189)",7,9,11,28852,10,9
97248,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,301X Excelsior Ave,4,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,09-07-2011 00:00,3,4x4,Permit Number 767495,6003299.025,2092188.304,37.7249376,-122.4307606,"(37.72493760228347, -122.43076062430117)",9,7,6,28861,5,7
43168,DPW Maintained,Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,285 Madison St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-11-2000 00:00,14,3x3,Permit Number 42977,6005738.992,2092366.962,37.72556609,-122.4223386,"(37.725566094389514, -122.42233861183666)",9,7,7,309,5,7
254629,Permitted Site,Ulmus parvifolia 'Drake' :: Drake's Chinese Elm,321 Page St,1,Sidewalk: Curb side : Cutout,Landscaping,Private,FUF,01-09-2019 00:00,3,6x18,Permit Number 782768,6005023.514,2109862.796,37.77356523,-122.4260569,"(37.77356522616877, -122.42605689815494)",7,9,11,28852,10,9
95886,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1851 20th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2011 12:00:00 AM,2,3x3,Permit Number 767595,5989982.95,2102763.594,37.75321119,-122.4775649,"(37.75321119125547, -122.47756489951544)",1,8,3,56,35,35
95687,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,245 Somerset St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-08-2011 00:00,5,3x3,Permit Number 767434,6009837.969,2093325.232,37.72842767,-122.4082363,"(37.728427671491126, -122.40823628438807)",10,3,7,309,28,25
43314,DPW Maintained,Melaleuca quinquenervia :: Cajeput,143 Madrid St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/13/2000 12:00:00 AM,14,6x9,Permit Number 43077,6003948.966,2092962.712,37.72710076,-122.428569,"(37.72710075597407, -122.42856902596397)",9,7,6,28861,5,7
108933,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,518 Banks St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01-12-2015 00:00,3,3x3,Permit Number 773146,6008530.3,2096373.5,37.73672425,-122.4129724,"(37.736724247856834, -122.4129724135698)",10,7,7,28859,2,2
163649,Private,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,226 Sagamore St,1,Sidewalk: Curb side : Cutout,Tree,Private,DPW,07-01-2020 00:00,3,3x4,Permit Number 784460,5994737.04,2087470.632,37.71149519,-122.4600166,"(37.71149518742995, -122.46001662266295)",9,8,6,28861,24,24
68107,Permitted Site,Maytenus boaria :: Mayten,81 Manchester St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06-02-1993 00:00,8,9x5,Permit Number 31853,6008264.621,2099552.985,37.7454395,-122.4141159,"(37.74543949705844, -122.41411585648002)",2,7,7,28859,2,2
84663,Permitted Site,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',4023 24th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,4,3x3,Permit Number 769743,6003022.51,2101807.411,37.75133379,-122.4324032,"(37.75133379047034, -122.43240321347)",2,4,5,28862,22,22
108630,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,1469-1471 McAllister St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/30/2014 12:00:00 AM,3,3x3,Permit Number 772871,6002136.635,2111543.964,37.77801771,-122.4361634,"(37.77801770979632, -122.43616335637394)",15,5,11,29492,41,39
108952,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2912 21st Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/15/2015 12:00:00 AM,3,3x3,Permit Number 769302,5990002.938,2095864.201,37.73426841,-122.4769917,"(37.73426841114343, -122.47699167433382)",1,8,4,64,35,35
95521,DPW Maintained,Lagunaria patersonii :: Primrose Tree,1510 35th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-01-2011 00:00,1,3x3,Permit Number 767313,5985302.496,2104889.396,37.75877534,-122.4939073,"(37.7587753414156, -122.49390726731949)",1,8,3,56,35,35
36042,Permitted Site,Robinia x ambigua :: Locust,301X Florida St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/27/1998 12:00:00 AM,8,3x3,Permit Number 39179,6009338.323,2106840.019,37.7655083,-122.4109177,"(37.76550830079993, -122.4109177316059)",8,4,7,28859,19,20
240010,Permitted Site,Acer buergeranum :: Trident Maple,1 Ford St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11/28/2018 12:00:00 AM,3,Width 3ft,Permit Number 782632,6003488.357,2105638.422,37.76187924,-122.4310657,"(37.76187923834406, -122.43106566357419)",15,4,5,28862,3,5
108469,Permitted Site,Jacaranda mimosifolia :: Jacaranda,2560 Bryant St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/22/2014 12:00:00 AM,3,3x3,Permit Number 772730,6009727.831,2102431.727,37.75342596,-122.4092594,"(37.75342596267987, -122.40925939667724)",2,4,7,28859,19,20
50887,Permitted Site,Arbutus unedo :: Strawberry Tree,2155 16th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/26/2004 12:00:00 AM,2,4x5,Permit Number 47396,5991292.027,2100750.874,37.74776066,-122.4728911,"(37.747760662778255, -122.4728911374251)",1,8,4,29491,40,41
96110,DPW Maintained,Lagunaria patersonii :: Primrose Tree,714 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2011 12:00:00 AM,2,3x3,Permit Number 767765,5982615.545,2110891.712,37.7750984,-122.5036443,"(37.77509839905994, -122.50364432970423)",11,6,2,55,26,29
108557,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,107 San Juan Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/24/2014 12:00:00 AM,3,3x3,Permit Number 773716,6001404.889,2092211.151,37.72489284,-122.4373101,"(37.724892837617936, -122.43731005943684)",9,7,6,28861,25,28
92300,DPW Maintained,Olea europaea :: Olive Tree,2336 22nd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2009 12:00:00 AM,1,3x3,Permit Number 52744,5989525.015,2099451.026,37.74408917,-122.4789062,"(37.74408916774036, -122.4789062475531)",1,8,3,29491,35,35
99683,DPW Maintained,Tree(s) ::,165 Grattan St,5,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,10-04-2013 00:00,8,3x3,Permit Number 770537,5997880.8,2106478.8,37.76386736,-122.4505205,"(37.76386735792067, -122.45052048585855)",15,5,11,29492,9,3
39301,Permitted Site,Hymenosporum flavum :: Sweet Shade,3000X 17th St,5,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/21/1998 12:00:00 AM,5,3x3,Permit Number 40887,6008691.772,2106524.443,37.76460553,-122.4131317,"(37.76460552609833, -122.41313169674713)",8,4,7,28859,19,20
102595,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,133 Baden St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-06-2013 00:00,3,3x3,Permit Number 769795,6000714.8,2094523.9,37.73120386,-122.4398614,"(37.73120386018908, -122.4398613563341)",9,7,4,63,40,41
95581,Permitted Site,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,3881 24th St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-01-2017 00:00,3,3x3,Permit Number 779561,6003940,2101864,37.75154115,-122.4292345,"(37.75154115233138, -122.42923446177673)",2,4,5,28862,22,22
46960,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1530 43rd Ave,13,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,05-01-2002 00:00,8,3x25,Permit Number 44987,5982828.255,2104700.398,37.75811133,-122.5024502,"(37.758111331314424, -122.50245020588672)",1,8,3,56,35,35
109793,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2083 16th Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-03-2015 00:00,3,3x3,Permit Number 775060,5991259.8,2101279.3,37.74920972,-122.4730411,"(37.74920971846137, -122.4730411037197)",1,8,4,29491,12,14
47183,Permitted Site,Pittosporum crassifolium :: Karo Tree,212 26th Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05-08-2002 00:00,4,3x3,Permit Number 45143,5987760.76,2114545.122,37.7854308,-122.4861144,"(37.78543079663822, -122.48611437026561)",11,6,2,55,26,29
61587,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',835 Wisconsin St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/31/2010 12:00:00 AM,12,6x4.5,Permit Number 53711,6012777.56,2103581.494,37.75675336,-122.3987934,"(37.75675336168858, -122.39879340469956)",10,3,8,28856,29,26
47856,DPW Maintained,Olea europaea :: Olive Tree,1379 43rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06/14/2002 12:00:00 AM,3,4x8,Permit Number 45615,5982744.653,2105747.795,37.76098227,-122.5028169,"(37.76098227278862, -122.50281686459242)",1,8,3,56,35,35
43838,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,2715 35th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2000 12:00:00 AM,5,2x3,Permit Number 43460,5985533.411,2096822.873,37.73664037,-122.4925146,"(37.73664036628925, -122.49251461903727)",1,8,3,29491,35,35
31368,Permitted Site,Photinia fraseri :: Photinia Tree,300 Taraval St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/21/1995 12:00:00 AM,3,3x3,Permit Number 34972,5992325.03,2099143.13,37.74340596,-122.4692021,"(37.74340595788485, -122.46920210065971)",1,8,4,29491,40,41
68380,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',300 Cayuga Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/30/1993 12:00:00 AM,9,3x8,Permit Number 32204,6002292.269,2094136.68,37.73023031,-122.4343801,"(37.73023031216533, -122.43438009877674)",9,7,5,28861,25,28
33124,DPW Maintained,Ulmus parvifolia :: Chinese Elm,2380 Greenwich St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11-05-1996 00:00,12,6x6,Permit Number 37358,6001499.408,2119065.906,37.7986348,-122.4389069,"(37.798634800200276, -122.43890693341702)",13,9,1,57,17,13
108515,Permitted Site,Arbutus 'Marina' :: Hybrid Strawberry Tree,1411 17th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/23/2014 12:00:00 AM,3,3x3,Permit Number 773663,5990815.147,2105785.218,37.76155603,-122.4749076,"(37.76155602505483, -122.4749075628918)",1,8,4,56,12,14
66503,Permitted Site,Ligustrum lucidum :: Glossy Privet,1700X LYON ST,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/21/1991 12:00:00 AM,6,3x3,Permit Number 29666,5999626,2114704,37.78655139,-122.4450757,"(37.786551392808924, -122.44507574522623)",15,6,1,29490,31,31
43229,DPW Maintained,Tree(s) ::,1367 20th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/15/2014 12:00:00 AM,3,3x3,Permit Number 773263,5989870.535,2106067.559,37.76227647,-122.4781952,"(37.76227647188568, -122.47819519748249)",1,8,3,56,35,35
64162,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,631 12th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-05-1987 00:00,10,6x6,Permit Number 24941,5992211.873,2111103.266,37.77623881,-122.4704642,"(37.776238806871845, -122.4704642309032)",11,6,2,54,11,11
109147,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,2720 Balboa St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773448,5987109.5,2111218.7,37.77625941,-122.488123,"(37.77625941105109, -122.48812298606435)",11,6,2,55,26,29
63191,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,480 38th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/18/1986 12:00:00 AM,14,4x9,Permit Number 23731,5984103.007,2112603.987,37.77988715,-122.4986255,"(37.77988715470765, -122.49862546555595)",11,6,2,55,26,29
30737,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,490X Page St,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,07-05-2000 00:00,4,3x3,Permit Number 42884,6004161.506,2110040.169,37.77400349,-122.4290514,"(37.77400349470506, -122.42905135835534)",7,9,11,28852,10,9
169690,DPW Maintained,Podocarpus gracilor :: Fern Pine,143 Moffitt St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/22/2018 12:00:00 AM,3,3x3,Permit Number 781233,6002625.757,2096823.835,37.73762755,-122.4334191,"(37.737627548977244, -122.43341913811024)",2,7,5,63,7,10
49999,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,1101X 19th St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/25/2003 12:00:00 AM,12,3x3,Permit Number 46740,6014232.027,2105242.254,37.76139438,-122.3938795,"(37.761394380561306, -122.39387953243319)",10,3,8,28856,29,26
92327,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1347 30th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2009 12:00:00 AM,3,3x3,Permit Number 52759,5986769.831,2106074.157,37.76211411,-122.4889197,"(37.762114111041306, -122.48891970957723)",1,8,3,56,35,35
95763,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,417 Moscow St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09-07-2011 00:00,2,3x3,Permit Number 767499,6004111.774,2090686.369,37.72085963,-122.4278441,"(37.720859634548354, -122.4278440725504)",9,7,6,28861,5,7
47116,Permitted Site,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,111X Kingston St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02/24/2016 12:00:00 AM,3,3x3,Permit Number 776317,6005877.485,2098254.931,37.74174096,-122.422278,"(37.74174096465737, -122.42227799364336)",2,7,7,28859,2,2
92451,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2310 47th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/30/2009 12:00:00 AM,1,3x3,Permit Number 52842,5981769.064,2099302.967,37.74322921,-122.5057132,"(37.743229207675256, -122.50571316290667)",1,8,3,29491,35,35
39291,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2030 Harrison St,12,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/21/1998 12:00:00 AM,10,3x3,Permit Number 40887,6008691.772,2106524.443,37.76460553,-122.4131317,"(37.76460552609833, -122.41313169674713)",8,4,7,28859,19,20
233082,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,1418 Diamond St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/25/2020 12:00:00 AM,3,3x3,Permit Number 785211,6001974.221,2099890.1,37.74600981,-122.4358911,"(37.74600981051295, -122.43589113876017)",2,7,5,63,22,22
65623,DPW Maintained,Olea europaea :: Olive Tree,185 Ney St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-07-1990 00:00,18,3x3,Permit Number 28530,6004571.296,2094064.885,37.73016228,-122.4264961,"(37.730162278452994, -122.42649608595073)",9,7,6,28861,5,7
95445,DPW Maintained,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,2201 34th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/26/2020 12:00:00 AM,3,4x6,Permit Number 767307,5985726.356,2100198.684,37.74592072,-122.492096,"(37.74592071925624, -122.4920960167751)",1,8,3,29491,35,35
255686,Permitted Site,Melaleuca quinquenervia :: Cajeput,737 Newhall St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06/25/2018 12:00:00 AM,3,3x3,Permit Number 782065,6015648.923,2097341.384,37.73977889,-122.3884276,"(37.73977888970291, -122.38842755819284)",10,3,8,58,1,1
65668,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,45 Juanita Way,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/29/1992 12:00:00 AM,3,3x3,Permit Number 31229,5997200.693,2099248.896,37.7439769,-122.452351,"(37.74397689517205, -122.45235101617288)",9,7,4,59,40,41
31983,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,252 03rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,06/30/1995 12:00:00 AM,7,3x3,Permit Number 35383,5994950.725,2113855.381,37.78395336,-122.4611894,"(37.783953358781105, -122.4611893968848)",11,6,2,54,11,11
52427,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1815X Octavia St,3,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/22/2005 12:00:00 AM,5,3x3,Permit Number 48544,6004786.321,2115731.587,37.78966607,-122.4272955,"(37.78966606734109, -122.42729552279391)",13,9,11,28858,27,30
254804,Permitted Site,Eriobotrya deflexa :: Bronze Loquat,1159 Church St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03/28/2018 12:00:00 AM,3,3x3,Permit Number 778103,6004469.232,2102144.015,37.75233995,-122.4274243,"(37.752339953170875, -122.42742425833902)",2,4,5,28862,22,22
95861,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',448 Tehama St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/29/2011 12:00:00 AM,3,3x3,Permit Number 767574,6010950.325,2112123.621,37.78010612,-122.4057143,"(37.78010611575342, -122.40571434167)",14,2,9,28853,34,34
109184,Permitted Site,Lagunaria patersonii :: Primrose Tree,5 Santa Rosa Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/30/2015 12:00:00 AM,3,3x3,Permit Number 774827,6002270,2092514.4,37.72577463,-122.4343411,"(37.72577463351937, -122.43434114532654)",9,7,6,28861,25,28
14248,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,2001 Market St,4,Sidewalk: Curb side : Cutout,Tree,Private,DPW,05/20/2011 12:00:00 AM,0,3x3,Permit Number 767173,6004759.846,2108188.227,37.76895236,-122.4268497,"(37.76895236188194, -122.42684968231335)",8,4,5,28862,3,5
109781,Permitted Site,Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,1335 14th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-03-2015 00:00,3,3x3,Permit Number 775057,5991737.5,2106325,37.76309153,-122.4717569,"(37.76309153278013, -122.47175689293906)",1,8,11,56,12,14
109282,Permitted Site,Agonis flexuosa :: Peppermint Willow,1530 Sloat Blvd,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-05-2015 00:00,3,3x3,Permit Number 773632,5986383.9,2095952.1,37.73429914,-122.4895101,"(37.734299144331075, -122.48951013954621)",1,8,3,64,35,35
92366,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1915 33rd Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/28/2009 12:00:00 AM,1,3x3,Permit Number 52779,5985969.696,2102174.462,37.75135989,-122.4914,"(37.75135989065915, -122.49139998707166)",1,8,3,29491,35,35
31079,Permitted Site,Prunus cerasifera 'Krauter vesuvius' :: Purple Leaf Plum Krauter Vesuvius,90X Elgin Park,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08-04-2016 00:00,4,3x3,Permit Number 769653,6005829.366,2108508.001,37.7698908,-122.423173,"(37.76989079699503, -122.42317301085686)",8,4,5,28853,19,20
83525,DPW Maintained,Betula nigra :: River Birch,311 Athens St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/27/2012 12:00:00 AM,4,4x4,Permit Number 52316,6004274.099,2091447.361,37.72295833,-122.4273371,"(37.72295833293523, -122.42733714628895)",9,7,6,28861,5,7
152241,Permitted Site,Melaleuca quinquenervia :: Cajeput,2x Guerrero St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12-12-2018 00:00,3,3x3,Permit Number 782702,6005410.644,2108648.817,37.7702538,-122.4246314,"(37.77025380440367, -122.42463137943349)",8,2,5,28853,19,20
38265,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,711 22nd St,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/1998 12:00:00 AM,6,3x3,Permit Number 40366,6015782.171,2103924.244,37.75786143,-122.3884262,"(37.75786143412226, -122.38842618690579)",10,3,8,28856,29,26
95525,DPW Maintained,Prunus serrulata :: Ornamental Cherry,2925 Lincoln Way,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-01-2011 00:00,2,3x3,Permit Number 767317,5986606.408,2107060.15,37.76481184,-122.4895574,"(37.76481183514926, -122.48955742626131)",1,8,3,56,35,35
176971,Permitted Site,Laurus x 'Saratoga' :: Hybrid Laurel,20 Tulane St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,02-06-2018 00:00,3,3x3,Permit Number 781340,6007468.118,2093808.153,37.72962068,-122.4164632,"(37.72962068153041, -122.41646319163148)",9,3,7,309,28,25
37490,Permitted Site,Melaleuca quinquenervia :: Cajeput,1645 Irving St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,04/22/2002 12:00:00 AM,6,3x3,Permit Number 44817,5990669.893,2106519.308,37.76356322,-122.4754635,"(37.76356322336678, -122.47546353350388)",1,8,3,56,12,14
95930,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,525 27th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/29/2011 12:00:00 AM,5,3x3,Permit Number 767627,5987483.096,2112350.68,37.7793893,-122.4869138,"(37.77938929638146, -122.4869137815408)",11,6,2,55,26,29
109172,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,663 41st Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,01/29/2015 12:00:00 AM,3,3x3,Permit Number 773586,5983176.956,2111290.889,37.77622742,-122.5017319,"(37.77622741718185, -122.50173185686648)",11,6,2,55,26,29
102167,Permitted Site,Jacaranda mimosifolia :: Jacaranda,677 Castro St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/31/2012 12:00:00 AM,4,3x3,Permit Number 769761,6002448.6,2104297.1,37.75813732,-122.4345659,"(37.758137320565105, -122.43456585749952)",2,4,5,28862,3,5
32201,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1600 Alabama St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,08/22/1995 12:00:00 AM,9,3x3,Permit Number 35526,6009257.491,2100036.193,37.746822,-122.4107168,"(37.746821995456656, -122.41071677466445)",2,7,7,28859,2,2
65436,DPW Maintained,Lophostemon confertus :: Brisbane Box,650X Jones St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,11-03-1989 00:00,15,3x3,Permit Number 28309,6008836.615,2114836.901,37.7874377,-122.4132186,"(37.787437704729534, -122.4132185707869)",5,1,10,28852,36,36
95446,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,2205 34th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,09/26/2020 12:00:00 AM,3,4x6,Permit Number 767308,5985726.356,2100168.813,37.7458387,-122.4920938,"(37.7458386996409, -122.49209381774921)",1,8,3,29491,35,35
37385,Permitted Site,Leptospermum scoparium 'Ruby Glow' :: New Zealand Ruby Glow Tea Tree,755 Morse St,19,Sidewalk: Property side : Cutout,Tree,Private,FUF,06/15/1998 12:00:00 AM,3,3x3,Permit Number 39872,5998400.395,2087052.252,37.71055643,-122.4473251,"(37.71055642743432, -122.44732506999308)",9,7,6,28861,5,7
65881,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,122 Palm Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,10/28/2010 12:00:00 AM,19,3x3,Permit Number 53867,5995930.994,2113550.027,37.7831713,-122.4577759,"(37.78317130257304, -122.45777594434259)",11,6,1,54,31,31
95523,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2944 Judah St,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,03-01-2011 00:00,1,23x3,Permit Number 767315,5985332.69,2105713.67,37.76104033,-122.4938636,"(37.761040334733124, -122.49386358969373)",1,8,3,56,35,35
37838,DPW Maintained,Prunus serrulata :: Ornamental Cherry,451 Athens St,2,Sidewalk: Curb side : Cutout,Tree,SFUSD,DPW for City Agency,07-07-1998 00:00,3,4x6,Permit Number 40134,6003644.261,2090451.276,37.72018766,-122.4294434,"(37.72018766111429, -122.42944336483455)",9,7,6,28861,5,7
51706,Permitted Site,Prunus cerasifera :: Cherry Plum,1939 11th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,05-02-2005 00:00,3,3x3,Permit Number 47982,5992827.787,2102378.317,37.75231799,-122.4676989,"(37.75231799213455, -122.46769894462405)",1,8,4,29491,12,14
108396,Permitted Site,Olea europaea 'Majestic Beauty' :: Majestic Beauty Fruitless Olive,780 Treat Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/19/2014 12:00:00 AM,3,3x3,Permit Number 772702,6008520.266,2104006.862,37.7576832,-122.4135468,"(37.757683197412824, -122.41354682212528)",2,4,7,28859,19,20
102081,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,525 14th Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07-09-2009 00:00,2,3x3,Permit Number 52509,5991566.61,2111852.835,37.77825959,-122.472751,"(37.778259586012204, -122.47275101465053)",11,6,2,54,26,29
102175,Permitted Site,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',484 Corbett Ave,1,Sidewalk: Curb side : Cutout,Tree,Private,FUF,12/31/2012 12:00:00 AM,3,3x3,Permit Number 769767,5999426.4,2104189.2,37.75766903,-122.4450101,"(37.75766902705649, -122.44501013431073)",2,5,5,28862,3,5
95890,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1658 21st Ave,2,Sidewalk: Curb side : Cutout,Tree,Private,FUF,07/27/2011 12:00:00 AM,2,3x3,Permit Number 767598,5989673.549,2104075.807,37.75679622,-122.4787308,"(37.75679621920745, -122.47873081730144)",1,8,3,56,35,35
